day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
1;3000;AMETHYSTS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;48.0
1;3100;AMETHYSTS;9998;5;9996;1;9995;27;10004;1;10005;27;;;10001.0;48.0
1;3100;STARFRUIT;5048;28;;;;;5055;28;;;;;5051.5;6.2236328125
1;3200;STARFRUIT;5049;24;;;;;5052;5;5056;24;;;5050.5;7.4814453125
1;3200;AMETHYSTS;10002;2;9995;24;;;10005;24;;;;;10003.5;48.0
1;3300;STARFRUIT;5050;1;5049;24;;;5056;25;;;;;5053.0;8.8642578125
1;3300;AMETHYSTS;10002;1;9996;1;9995;24;10004;1;10005;24;;;10003.0;52.0
1;3400;STARFRUIT;5050;29;;;;;5056;2;5057;27;;;5053.0;9.283203125
1;3400;AMETHYSTS;9998;10;9996;2;9995;27;10004;2;10005;27;;;10001.0;54.0
1;3500;AMETHYSTS;9995;26;;;;;10002;10;10005;26;;;9998.5;54.0
1;3500;STARFRUIT;5049;26;;;;;5057;26;;;;;5053.0;8.955078125
1;3600;STARFRUIT;5050;27;;;;;5057;27;;;;;5053.5;9.419921875
1;3600;AMETHYSTS;9995;27;;;;;10002;8;10005;27;;;9998.5;54.0
1;3700;STARFRUIT;5050;25;;;;;5057;25;;;;;5053.5;10.314453125
1;3700;AMETHYSTS;9998;3;9995;25;;;10005;25;;;;;10001.5;54.0
1;3800;STARFRUIT;5051;24;;;;;5056;7;5058;24;;;5053.5;11.8134765625
1;3800;AMETHYSTS;9995;24;;;;;10005;24;;;;;10000.0;54.0
1;3900;AMETHYSTS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;54.0
1;3900;STARFRUIT;5051;1;5050;26;;;5057;26;;;;;5054.0;10.3291015625
1;4000;STARFRUIT;5051;30;;;;;5058;31;;;;;5054.5;11.5244140625
1;4000;AMETHYSTS;10002;1;9996;1;9995;30;10004;1;10005;30;;;10003.0;54.0
1;4100;STARFRUIT;5054;5;5052;2;5051;22;5058;24;;;;;5056.0;12.701171875
1;4100;AMETHYSTS;10000;5;9996;2;9995;22;10002;4;10004;2;10005;22;10001.0;56.0
1;4200;STARFRUIT;5051;29;;;;;5056;7;5058;29;;;5053.5;11.7822265625
1;4200;AMETHYSTS;10002;5;9996;1;9995;28;10004;1;10005;28;;;10003.0;56.0
1;4300;AMETHYSTS;9995;26;;;;;10002;8;10005;26;;;9998.5;66.0
1;4300;STARFRUIT;5052;26;;;;;5054;2;5059;26;;;5053.0;14.69140625
1;4400;STARFRUIT;5052;28;;;;;5059;28;;;;;5055.5;14.7900390625
1;4400;AMETHYSTS;9995;28;;;;;10005;28;;;;;10000.0;66.0
1;4500;STARFRUIT;5053;26;;;;;5058;8;5060;26;;;5055.5;15.74609375
1;4500;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;66.0
1;4600;STARFRUIT;5053;21;;;;;5058;3;5060;21;;;5055.5;15.875
1;4600;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;66.0
1;4700;AMETHYSTS;9998;5;9995;26;;;10005;26;;;;;10001.5;66.0
1;4700;STARFRUIT;5053;26;;;;;5060;26;;;;;5056.5;16.435546875
1;4800;STARFRUIT;5059;1;5054;7;5053;23;5060;23;;;;;5059.5;16.1142578125
1;4800;AMETHYSTS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;66.0
1;4900;STARFRUIT;5054;2;5053;22;;;5058;6;5060;24;;;5056.0;18.89404296875
1;4900;AMETHYSTS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;66.0
1;5000;STARFRUIT;5054;5;5053;31;;;5060;31;;;;;5057.0;18.66064453125
1;5000;AMETHYSTS;9998;9;9996;1;9995;30;10004;1;10005;30;;;10001.0;66.0
1;5100;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;66.0
1;5100;STARFRUIT;5053;26;;;;;5060;26;;;;;5056.5;18.6181640625
1;5200;STARFRUIT;5056;5;5054;6;5053;25;5060;25;;;;;5058.0;18.287109375
1;5200;AMETHYSTS;10000;5;9998;7;9996;2;10004;2;10005;23;;;10002.0;66.0
1;5300;STARFRUIT;5054;22;;;;;5061;22;;;;;5057.5;19.06591796875
1;5300;AMETHYSTS;9995;22;;;;;9998;12;10005;22;;;9996.5;66.0
1;5400;AMETHYSTS;9995;30;;;;;10005;30;;;;;10000.0;90.0
1;5400;STARFRUIT;5054;30;;;;;5061;30;;;;;5057.5;19.51318359375
1;5500;STARFRUIT;5054;29;;;;;5055;8;5060;1;5061;28;5054.5;21.0
1;5500;AMETHYSTS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;93.0
1;5600;STARFRUIT;5053;25;;;;;5060;25;;;;;5056.5;34.6484375
1;5600;AMETHYSTS;9998;2;9996;2;9995;23;10004;2;10005;23;;;10001.0;99.0
1;5700;STARFRUIT;5055;3;5054;31;;;5060;1;5061;30;;;5057.5;38.234375
1;5700;AMETHYSTS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;99.0
1;5800;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;99.0
1;5800;STARFRUIT;5054;30;;;;;5061;30;;;;;5057.5;40.02734375
1;5900;STARFRUIT;5054;23;;;;;5061;23;;;;;5057.5;39.37109375
1;5900;AMETHYSTS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;99.0
1;6000;STARFRUIT;5053;30;;;;;5060;30;;;;;5056.5;36.37890625
1;6000;AMETHYSTS;9995;30;;;;;10002;10;10005;30;;;9998.5;99.0
1;6100;STARFRUIT;5054;25;;;;;5061;25;;;;;5057.5;40.6484375
1;6100;AMETHYSTS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;99.0
1;6200;AMETHYSTS;9998;3;9996;1;9995;29;10004;1;10005;29;;;10001.0;99.0
1;6200;STARFRUIT;5060;1;5054;30;;;5061;30;;;;;5060.5;43.19140625
1;6300;STARFRUIT;5054;22;;;;;5062;22;;;;;5058.0;47.0234375
1;6300;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;99.0
1;6400;STARFRUIT;5054;24;;;;;5061;24;;;;;5057.5;81.681640625
1;6400;AMETHYSTS;9996;1;9995;23;;;10002;6;10004;1;10005;23;9999.0;99.0
1;6500;STARFRUIT;5054;22;;;;;5061;22;;;;;5057.5;81.396484375
1;6500;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;99.0
1;6600;AMETHYSTS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;99.0
1;6600;STARFRUIT;5055;29;;;;;5056;7;5062;29;;;5055.5;78.9453125
1;6700;STARFRUIT;5054;31;;;;;5059;7;5061;31;;;5056.5;92.056640625
1;6700;AMETHYSTS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;99.0
1;6800;STARFRUIT;5056;4;5054;2;5053;29;5060;31;;;;;5058.0;90.5869140625
1;6800;AMETHYSTS;10000;5;9996;2;9995;29;10004;2;10005;29;;;10002.0;102.0
1;6900;STARFRUIT;5053;29;;;;;5058;3;5060;29;;;5055.5;89.6318359375
1;6900;AMETHYSTS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;102.0
1;7000;AMETHYSTS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;102.0
1;7000;STARFRUIT;5055;7;5054;31;;;5061;31;;;;;5058.0;91.861328125
1;7100;STARFRUIT;5054;31;;;;;5061;31;;;;;5057.5;93.166015625
1;7100;AMETHYSTS;9996;1;9995;30;;;9998;5;10002;7;10004;1;9997.0;102.0
1;7200;STARFRUIT;5056;6;5055;23;;;5062;23;;;;;5059.0;94.6953125
1;7200;AMETHYSTS;9996;1;9995;22;;;10002;1;10004;1;10005;22;9999.0;110.0
1;7300;STARFRUIT;5055;1;5054;25;;;5061;26;;;;;5058.0;93.6748046875
1;7300;AMETHYSTS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;110.0
1;7400;AMETHYSTS;10002;1;9995;22;;;10005;22;;;;;10003.5;110.0
1;7400;STARFRUIT;5055;22;;;;;5062;22;;;;;5058.5;95.185546875
1;7500;STARFRUIT;5055;29;;;;;5060;3;5062;29;;;5057.5;129.078125
1;7500;AMETHYSTS;9995;29;;;;;10005;29;;;;;10000.0;112.0
1;7600;AMETHYSTS;10002;1;9995;27;;;10005;27;;;;;10003.5;112.0
1;7600;STARFRUIT;5054;27;;;;;5061;27;;;;;5057.5;133.43359375
1;7700;AMETHYSTS;9996;1;9995;25;;;10002;5;10004;1;10005;25;9999.0;114.0
1;7700;STARFRUIT;5054;26;;;;;5061;26;;;;;5057.5;133.68359375
1;7800;AMETHYSTS;9995;23;;;;;10005;23;;;;;10000.0;114.0
1;7800;STARFRUIT;5055;1;5054;23;;;5061;23;;;;;5058.0;130.5
1;7900;STARFRUIT;5055;2;5054;22;;;5061;24;;;;;5058.0;131.20703125
1;7900;AMETHYSTS;9996;2;9995;22;;;10002;7;10004;2;10005;22;9999.0;114.0
1;8000;AMETHYSTS;10000;3;9996;2;9995;28;10004;2;10005;28;;;10002.0;114.0
1;8000;STARFRUIT;5059;1;5057;3;5054;30;5061;30;;;;;5060.0;135.390625
1;8100;AMETHYSTS;9995;25;;;;;10005;25;;;;;10000.0;114.0
1;8100;STARFRUIT;5054;25;;;;;5061;25;;;;;5057.5;136.85546875
1;8200;AMETHYSTS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;114.0
1;8200;STARFRUIT;5054;27;;;;;5061;27;;;;;5057.5;136.546875
1;8300;STARFRUIT;5054;28;;;;;5061;28;;;;;5057.5;134.6875
1;8300;AMETHYSTS;9998;9;9995;28;;;10005;28;;;;;10001.5;114.0
1;8400;AMETHYSTS;9998;5;9995;29;;;10005;29;;;;;10001.5;114.0
1;8400;STARFRUIT;5055;29;;;;;5062;29;;;;;5058.5;132.61328125
1;8500;AMETHYSTS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;114.0
1;8500;STARFRUIT;5055;10;5054;25;;;5061;2;5062;25;;;5058.0;133.1328125
1;8600;AMETHYSTS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;114.0
1;8600;STARFRUIT;5055;2;5054;27;;;5061;29;;;;;5058.0;133.8515625
1;8700;STARFRUIT;5059;1;5055;8;5054;24;5061;24;;;;;5060.0;137.87109375
1;8700;AMETHYSTS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;114.0
1;8800;AMETHYSTS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;114.0
1;8800;STARFRUIT;5054;1;5053;30;;;5060;1;5061;30;;;5057.0;141.24609375
1;8900;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;114.0
1;8900;STARFRUIT;5055;2;5054;26;;;5061;26;;;;;5058.0;137.80859375
1;9000;AMETHYSTS;9995;23;;;;;10005;23;;;;;10000.0;114.0
1;9000;STARFRUIT;5054;23;;;;;5061;23;;;;;5057.5;134.20703125
1;9100;STARFRUIT;5056;5;5055;22;;;5062;22;;;;;5059.0;131.421875
1;9100;AMETHYSTS;9995;22;;;;;9998;1;10005;22;;;9996.5;114.0
1;9200;AMETHYSTS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;149.0
1;9200;STARFRUIT;5056;3;5055;27;;;5061;2;5062;25;;;5058.5;131.64453125
1;9300;AMETHYSTS;10002;11;9998;1;9996;1;10004;1;10005;29;;;10003.0;149.0
1;9300;STARFRUIT;5055;30;;;;;5062;30;;;;;5058.5;128.42578125
1;9400;AMETHYSTS;10002;1;9996;2;9995;28;10004;2;10005;28;;;10003.0;171.0
1;9400;STARFRUIT;5056;3;5055;30;;;5062;30;;;;;5059.0;127.78515625
1;9500;STARFRUIT;5055;26;;;;;5062;26;;;;;5058.5;129.2421875
1;9500;AMETHYSTS;10002;1;9996;2;9995;24;10004;2;10005;24;;;10003.0;173.0
1;9600;AMETHYSTS;9996;1;9995;20;;;10002;6;10004;1;10005;20;9999.0;175.0
1;9600;STARFRUIT;5056;1;5055;20;;;5062;21;;;;;5059.0;126.6953125
1;9700;AMETHYSTS;9996;1;9995;30;;;10000;4;10004;1;10005;30;9998.0;175.0
1;9700;STARFRUIT;5056;31;;;;;5059;5;5061;5;5063;31;5057.5;121.453125
1;9800;STARFRUIT;5056;26;;;;;5062;2;5063;24;;;5059.0;123.97265625
1;9800;AMETHYSTS;9998;1;9996;2;9995;24;10004;2;10005;24;;;10001.0;175.0
1;9900;STARFRUIT;5055;24;;;;;5062;24;;;;;5058.5;126.08984375
1;9900;AMETHYSTS;9995;24;;;;;10005;24;;;;;10000.0;175.0
1;10000;STARFRUIT;5055;27;;;;;5062;27;;;;;5058.5;128.5078125
1;10000;AMETHYSTS;9995;27;;;;;10005;27;;;;;10000.0;175.0
1;10100;AMETHYSTS;10002;4;9996;1;9995;20;10004;1;10005;20;;;10003.0;175.0
1;10100;STARFRUIT;5055;21;;;;;5060;5;5062;21;;;5057.5;129.87109375
1;10200;STARFRUIT;5055;20;;;;;5062;20;;;;;5058.5;131.484375
1;10200;AMETHYSTS;9995;20;;;;;10005;20;;;;;10000.0;183.0
1;10300;STARFRUIT;5056;5;5055;25;;;5062;25;;;;;5059.0;130.2578125
1;10300;AMETHYSTS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;183.0
1;10400;STARFRUIT;5055;25;;;;;5062;25;;;;;5058.5;132.9765625
1;10400;AMETHYSTS;9995;25;;;;;10005;25;;;;;10000.0;186.0
1;10500;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;186.0
1;10500;STARFRUIT;5056;8;5055;26;;;5062;26;;;;;5059.0;134.80859375
1;10600;STARFRUIT;5060;3;5055;20;;;5062;20;;;;;5061.0;132.72265625
1;10600;AMETHYSTS;9995;20;;;;;10005;20;;;;;10000.0;186.0
1;10700;STARFRUIT;5056;7;5055;24;;;5062;24;;;;;5059.0;131.06640625
1;10700;AMETHYSTS;9995;24;;;;;9998;3;10005;24;;;9996.5;186.0
1;10800;STARFRUIT;5057;6;5056;23;;;5063;23;;;;;5060.0;126.08203125
1;10800;AMETHYSTS;9995;23;;;;;10002;1;10005;23;;;9998.5;192.0
1;10900;AMETHYSTS;9996;1;9995;22;;;10000;6;10004;1;10005;22;9998.0;192.0
1;10900;STARFRUIT;5055;23;;;;;5058;6;5062;23;;;5056.5;129.71484375
1;11000;STARFRUIT;5055;27;;;;;5060;2;5061;1;5062;26;5057.5;135.21484375
1;11000;AMETHYSTS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;192.0
1;11100;STARFRUIT;5056;1;5055;31;;;5061;1;5062;30;;;5058.5;135.546875
1;11100;AMETHYSTS;9996;1;9995;30;;;10002;1;10004;1;10005;30;9999.0;192.0
1;11200;STARFRUIT;5055;30;;;;;5060;5;5062;30;;;5057.5;131.20703125
1;11200;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;192.0
1;11300;AMETHYSTS;9996;2;9995;25;;;10002;2;10004;2;10005;25;9999.0;192.0
1;11300;STARFRUIT;5055;2;5054;25;;;5061;27;;;;;5058.0;137.453125
1;11400;STARFRUIT;5054;30;;;;;5061;30;;;;;5057.5;137.765625
1;11400;AMETHYSTS;9995;30;;;;;10005;30;;;;;10000.0;192.0
1;11500;STARFRUIT;5055;1;5054;28;;;5059;5;5061;29;;;5057.0;137.421875
1;11500;AMETHYSTS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;192.0
1;11600;STARFRUIT;5055;24;;;;;5060;7;5061;2;5062;22;5057.5;134.796875
1;11600;AMETHYSTS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;192.0
1;11700;AMETHYSTS;10000;4;9996;2;9995;20;10004;2;10005;20;;;10002.0;192.0
1;11700;STARFRUIT;5057;4;5054;22;;;5061;22;;;;;5059.0;140.85546875
1;11800;STARFRUIT;5055;5;5054;21;;;5056;4;5061;22;;;5055.5;136.5
1;11800;AMETHYSTS;9998;10;9996;1;9995;21;10004;1;10005;21;;;10001.0;192.0
1;11900;STARFRUIT;5057;4;5054;23;;;5061;23;;;;;5059.0;146.548828125
1;11900;AMETHYSTS;10002;1;10000;4;9998;1;10004;1;10005;22;;;10003.0;192.0
1;12000;STARFRUIT;5054;28;;;;;5060;1;5061;27;;;5057.0;148.76171875
1;12000;AMETHYSTS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;194.0
1;12100;AMETHYSTS;9996;2;9995;23;;;9998;8;10004;2;10005;23;9997.0;194.0
1;12100;STARFRUIT;5054;2;5053;23;;;5060;2;5061;23;;;5057.0;148.9140625
1;12200;STARFRUIT;5054;25;;;;;5061;25;;;;;5057.5;147.447265625
1;12200;AMETHYSTS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;210.0
1;12300;STARFRUIT;5055;4;5054;25;;;5061;25;;;;;5058.0;145.970703125
1;12300;AMETHYSTS;9996;1;9995;24;;;10002;3;10004;1;10005;24;9999.0;210.0
1;12400;STARFRUIT;5054;29;;;;;5061;29;;;;;5057.5;148.109375
1;12400;AMETHYSTS;10002;1;9998;5;9995;29;10005;29;;;;;10003.5;210.0
1;12500;AMETHYSTS;10000;3;9996;1;9995;22;10004;1;10005;22;;;10002.0;212.0
1;12500;STARFRUIT;5056;3;5054;1;5053;22;5060;1;5061;22;;;5058.0;149.0234375
1;12600;STARFRUIT;5056;4;5053;26;;;5060;26;;;;;5058.0;151.59765625
1;12600;AMETHYSTS;10000;4;9995;26;;;10005;26;;;;;10002.5;212.0
1;12700;STARFRUIT;5054;1;5053;27;;;5060;28;;;;;5057.0;149.984375
1;12700;AMETHYSTS;10002;1;9996;1;9995;27;10004;1;10005;27;;;10003.0;212.0
1;12800;STARFRUIT;5057;4;5054;30;;;5060;2;5061;28;;;5058.5;148.365234375
1;12800;AMETHYSTS;10000;4;9996;2;9995;28;10002;9;10004;2;10005;28;10001.0;214.0
1;12900;AMETHYSTS;9996;2;9995;21;;;10002;4;10004;2;10005;21;9999.0;214.0
1;12900;STARFRUIT;5054;23;;;;;5059;2;5061;23;;;5056.5;147.505859375
1;13000;STARFRUIT;5054;32;;;;;5061;32;;;;;5057.5;145.642578125
1;13000;AMETHYSTS;9996;2;9995;30;;;10002;2;10004;2;10005;30;9999.0;214.0
1;13100;STARFRUIT;5054;21;;;;;5057;2;5061;21;;;5055.5;147.91796875
1;13100;AMETHYSTS;9995;21;;;;;10000;2;10005;21;;;9997.5;214.0
1;13200;STARFRUIT;5059;1;5055;7;5054;31;5060;2;5061;29;;;5059.5;148.599609375
1;13200;AMETHYSTS;9998;9;9996;2;9995;29;10004;2;10005;29;;;10001.0;214.0
1;13300;AMETHYSTS;10002;2;9996;1;9995;22;10004;1;10005;22;;;10003.0;214.0
1;13300;STARFRUIT;5054;1;5053;22;;;5060;1;5061;22;;;5057.0;150.888671875
1;13400;STARFRUIT;5053;26;;;;;5060;26;;;;;5056.5;152.71484375
1;13400;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;218.0
1;13500;STARFRUIT;5053;25;;;;;5060;25;;;;;5056.5;155.634765625
1;13500;AMETHYSTS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;218.0
1;13600;STARFRUIT;5052;26;;;;;5057;3;5059;26;;;5054.5;159.419921875
1;13600;AMETHYSTS;9996;2;9995;24;;;10002;6;10004;2;10005;24;9999.0;218.0
1;13700;AMETHYSTS;10002;1;9995;28;;;10005;28;;;;;10003.5;218.0
1;13700;STARFRUIT;5052;28;;;;;5059;28;;;;;5055.5;157.673828125
1;13800;STARFRUIT;5052;23;;;;;5059;23;;;;;5055.5;157.59375
1;13800;AMETHYSTS;9998;1;9995;23;;;10005;23;;;;;10001.5;220.0
1;13900;STARFRUIT;5053;21;;;;;5054;3;5059;1;5060;20;5053.5;155.69921875
1;13900;AMETHYSTS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;220.0
1;14000;STARFRUIT;5054;2;5053;29;;;5059;1;5060;28;;;5056.5;162.759765625
1;14000;AMETHYSTS;10002;6;9998;1;9996;1;10004;1;10005;28;;;10003.0;220.0
1;14100;AMETHYSTS;9996;2;9995;20;;;10002;4;10004;2;10005;20;9999.0;232.0
1;14100;STARFRUIT;5053;22;;;;;5060;22;;;;;5056.5;163.1728515625
1;14200;STARFRUIT;5053;21;;;;;5060;21;;;;;5056.5;199.8046875
1;14200;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;232.0
1;14300;STARFRUIT;5054;22;;;;;5061;22;;;;;5057.5;213.7421875
1;14300;AMETHYSTS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;232.0
1;14400;AMETHYSTS;10002;4;9996;2;9995;21;10004;2;10005;21;;;10003.0;232.0
1;14400;STARFRUIT;5055;1;5054;21;;;5061;23;;;;;5058.0;218.8984375
1;14500;STARFRUIT;5055;1;5054;28;;;5059;6;5061;29;;;5057.0;219.296875
1;14500;AMETHYSTS;9996;1;9995;28;;;10002;10;10004;1;10005;28;9999.0;246.0
1;14600;STARFRUIT;5055;28;;;;;5057;3;5062;28;;;5056.0;228.0
1;14600;AMETHYSTS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;246.0
1;14700;STARFRUIT;5055;1;5054;23;;;5059;2;5061;24;;;5057.0;219.234375
1;14700;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;246.0
1;14800;AMETHYSTS;9996;1;9995;30;;;9998;1;10004;1;10005;30;9997.0;246.0
1;14800;STARFRUIT;5054;31;;;;;5059;3;5061;31;;;5056.5;213.15625
1;14900;STARFRUIT;5059;4;5055;26;;;5061;1;5062;25;;;5060.0;221.125
1;14900;AMETHYSTS;9996;1;9995;25;;;10002;1;10004;1;10005;25;9999.0;248.0
1;15000;STARFRUIT;5056;4;5055;27;;;5061;2;5062;25;;;5058.5;221.3046875
1;15000;AMETHYSTS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;248.0
